CO(GT),NMHC(GT),C6H6(GT),NOx(GT),NO2(GT),PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Combined_Pollutant,AQI_Category
0.9,-200.0,3.3,115.0,75.0,1047.0,671.0,863.0,1147.0,887.0,12.0,69.2,0.9697,75.9,Hazardous
1.0,-200.0,4.7,183.0,83.0,1018.0,746.0,800.0,1171.0,958.0,10.0,74.8,0.9161,84.0,Hazardous
1.4,-200.0,7.3,357.0,98.0,1095.0,868.0,676.0,1241.0,1078.0,9.2,78.5,0.9143,99.4,Hazardous
1.1,-200.0,3.7,192.0,86.0,915.0,695.0,883.0,1094.0,826.0,6.2,82.1,0.7825,87.1,Hazardous
0.9,-200.0,3.2,161.0,77.0,891.0,666.0,931.0,1058.0,798.0,7.0,77.3,0.7759,77.9,Hazardous
1.0,-200.0,3.7,194.0,81.0,937.0,694.0,915.0,1054.0,817.0,6.5,79.7,0.7751,82.0,Hazardous
1.8,-200.0,6.4,224.0,98.0,1090.0,830.0,744.0,1125.0,1056.0,7.1,73.9,0.7515,99.8,Hazardous
1.3,-200.0,4.5,176.0,90.0,1032.0,736.0,809.0,1064.0,973.0,7.1,73.5,0.7439,91.3,Hazardous
1.1,-200.0,4.2,103.0,59.0,981.0,721.0,866.0,1059.0,836.0,5.1,81.3,0.7204,60.1,Hazardous
1.6,-200.0,6.9,367.0,98.0,1104.0,851.0,687.0,1101.0,1085.0,4.3,82.9,0.6968,99.6,Hazardous
1.1,-200.0,3.1,158.0,92.0,902.0,659.0,940.0,972.0,800.0,3.4,81.4,0.6425,93.1,Hazardous
1.0,-200.0,2.8,95.0,70.0,957.0,641.0,1013.0,940.0,784.0,4.2,77.0,0.6439,71.0,Hazardous
1.3,-200.0,4.3,148.0,83.0,973.0,728.0,902.0,1004.0,854.0,3.5,80.8,0.6406,84.3,Hazardous
1.0,-200.0,2.6,138.0,96.0,850.0,629.0,1076.0,847.0,597.0,10.7,34.4,0.4406,97.0,Hazardous
0.8,-200.0,2.2,121.0,89.0,831.0,602.0,1123.0,824.0,527.0,11.1,33.4,0.4401,89.8,Hazardous
1.0,-200.0,3.0,143.0,98.0,866.0,652.0,1060.0,857.0,573.0,11.9,30.8,0.4285,99.0,Hazardous
0.8,-200.0,1.9,114.0,85.0,819.0,576.0,1142.0,809.0,492.0,11.4,32.0,0.431,85.8,Hazardous
0.7,-200.0,2.0,107.0,80.0,833.0,584.0,1144.0,821.0,463.0,11.3,32.5,0.4334,80.7,Hazardous
0.7,-200.0,1.1,95.0,79.0,837.0,512.0,1228.0,836.0,720.0,3.7,55.8,0.4489,79.7,Hazardous
0.5,-200.0,1.0,94.0,79.0,795.0,504.0,1258.0,840.0,682.0,2.6,58.6,0.4385,79.5,Hazardous
0.7,-200.0,1.6,121.0,90.0,874.0,552.0,1162.0,857.0,723.0,3.2,56.0,0.4364,90.7,Hazardous
1.0,-200.0,3.2,131.0,95.0,920.0,667.0,1005.0,916.0,813.0,3.6,55.4,0.4419,96.0,Hazardous
0.8,-200.0,2.5,125.0,87.0,880.0,618.0,1023.0,893.0,928.0,3.1,59.7,0.4604,87.8,Hazardous
0.1,-200.0,2.5,130.0,89.0,909.0,622.0,1046.0,992.0,730.0,5.6,69.5,0.6362,89.1,Hazardous
1.1,-200.0,2.4,135.0,95.0,859.0,611.0,1053.0,918.0,562.0,8.8,52.1,0.5918,96.1,Hazardous
1.2,-200.0,3.9,159.0,97.0,945.0,707.0,963.0,1005.0,657.0,8.8,50.9,0.5781,98.2,Hazardous
1.1,-200.0,2.5,102.0,74.0,876.0,618.0,1032.0,948.0,555.0,8.6,51.5,0.5772,75.1,Hazardous
0.9,-200.0,1.3,75.0,62.0,831.0,530.0,1169.0,893.0,472.0,8.5,51.9,0.5766,62.9,Hazardous
0.6,-200.0,0.7,41.0,40.0,810.0,470.0,1315.0,863.0,412.0,7.8,54.2,0.5755,40.6,Hazardous
0.6,-200.0,0.9,50.0,45.0,822.0,493.0,1278.0,876.0,453.0,7.1,56.0,0.569,45.6,Hazardous
0.9,-200.0,2.9,189.0,93.0,898.0,646.0,1013.0,954.0,702.0,7.0,57.6,0.5784,93.9,Hazardous
1.4,-200.0,4.5,135.0,94.0,1003.0,740.0,847.0,992.0,1048.0,6.7,57.4,0.5654,95.4,Hazardous
-200.0,-200.0,8.7,397.0,206.0,1124.0,927.0,722.0,1047.0,1242.0,7.1,42.8,0.4327,6.0,Moderate
0.3,-200.0,0.6,43.0,40.0,791.0,459.0,1421.0,809.0,390.0,6.6,51.3,0.5026,40.3,Hazardous
0.5,-200.0,1.2,86.0,67.0,836.0,520.0,1296.0,832.0,479.0,7.0,47.2,0.4745,67.5,Hazardous
0.1,-200.0,2.4,113.0,87.0,853.0,616.0,1071.0,870.0,491.0,4.1,52.5,0.4351,87.1,Hazardous
0.2,-200.0,2.5,120.0,90.0,905.0,620.0,986.0,904.0,598.0,4.0,56.8,0.4688,90.2,Hazardous
0.2,-200.0,2.6,117.0,87.0,872.0,628.0,1009.0,857.0,560.0,4.2,46.8,0.39,87.2,Hazardous
0.2,-200.0,2.2,108.0,83.0,843.0,597.0,1059.0,808.0,527.0,4.5,42.0,0.3571,83.2,Hazardous
0.2,-200.0,2.5,97.0,74.0,863.0,622.0,1025.0,826.0,574.0,4.1,42.1,0.3487,74.2,Hazardous
0.4,-200.0,0.3,27.0,26.0,778.0,417.0,1531.0,745.0,312.0,4.1,45.9,0.3804,26.4,Very Unhealthy
0.5,-200.0,0.7,81.0,61.0,801.0,470.0,1313.0,762.0,382.0,4.3,42.5,0.3556,61.5,Hazardous
0.7,-200.0,1.4,129.0,91.0,827.0,533.0,1198.0,775.0,488.0,4.6,38.1,0.3267,91.7,Hazardous
1.1,-200.0,2.4,124.0,97.0,866.0,613.0,1075.0,810.0,579.0,3.3,47.4,0.3716,98.1,Hazardous
0.9,-200.0,2.0,94.0,77.0,861.0,585.0,1120.0,807.0,553.0,3.0,49.1,0.3774,77.9,Hazardous
0.6,-200.0,1.2,56.0,51.0,849.0,522.0,1158.0,779.0,467.0,3.6,48.0,0.3835,51.6,Hazardous
0.5,-200.0,0.9,58.0,49.0,818.0,486.0,1282.0,781.0,422.0,4.0,47.8,0.3919,49.5,Hazardous
0.6,-200.0,1.6,105.0,79.0,864.0,554.0,1159.0,819.0,545.0,4.1,48.1,0.3975,79.6,Hazardous
0.7,-200.0,1.7,122.0,92.0,856.0,559.0,1138.0,810.0,556.0,4.1,47.4,0.3926,92.7,Hazardous
1.1,-200.0,-200.0,115.0,91.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,92.1,Hazardous
1.0,-200.0,-200.0,107.0,85.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,86.0,Hazardous
0.7,-200.0,0.8,70.0,60.0,793.0,480.0,1306.0,745.0,376.0,1.9,49.7,0.3528,60.7,Hazardous
0.5,-200.0,0.5,37.0,34.0,776.0,445.0,1460.0,737.0,330.0,1.4,53.8,0.3687,34.5,Very Unhealthy
0.5,-200.0,0.5,33.0,31.0,766.0,448.0,1494.0,734.0,321.0,1.0,54.7,0.3657,31.5,Very Unhealthy
0.4,-200.0,0.6,43.0,37.0,774.0,458.0,1473.0,735.0,334.0,1.4,52.3,0.3591,37.4,Very Unhealthy
0.5,-200.0,0.9,73.0,58.0,801.0,494.0,1324.0,754.0,395.0,1.6,51.0,0.3561,58.5,Hazardous
0.8,-200.0,2.0,125.0,92.0,847.0,586.0,1163.0,814.0,473.0,1.4,53.1,0.3642,92.8,Hazardous
1.1,-200.0,3.0,150.0,96.0,888.0,652.0,1025.0,833.0,547.0,2.9,48.7,0.3706,97.1,Hazardous
1.1,-200.0,2.5,135.0,96.0,877.0,618.0,1027.0,830.0,505.0,3.1,48.1,0.3722,97.1,Hazardous
1.0,-200.0,2.2,121.0,88.0,866.0,602.0,1071.0,809.0,465.0,3.7,45.8,0.3697,89.0,Hazardous
1.2,-200.0,2.6,122.0,87.0,873.0,629.0,1049.0,817.0,467.0,4.4,43.7,0.3688,88.2,Hazardous
1.0,-200.0,1.7,103.0,83.0,865.0,561.0,1102.0,791.0,434.0,2.9,49.0,0.3725,84.0,Hazardous
1.0,-200.0,1.6,91.0,73.0,867.0,553.0,1136.0,792.0,412.0,2.8,49.1,0.3726,74.0,Hazardous
1.1,-200.0,2.3,119.0,92.0,900.0,604.0,1051.0,815.0,469.0,2.9,49.7,0.3782,93.1,Hazardous
1.0,-200.0,1.7,101.0,82.0,863.0,560.0,1107.0,787.0,430.0,3.2,46.9,0.3658,83.0,Hazardous
0.6,-200.0,0.6,55.0,50.0,806.0,459.0,1322.0,728.0,368.0,3.1,44.4,0.342,50.6,Hazardous
0.5,-200.0,0.6,51.0,44.0,801.0,454.0,1374.0,727.0,348.0,3.0,43.4,0.3337,44.5,Hazardous
0.4,-200.0,0.4,53.0,49.0,790.0,431.0,1439.0,722.0,354.0,2.8,43.8,0.3308,49.4,Hazardous
0.5,-200.0,0.7,74.0,62.0,805.0,465.0,1358.0,736.0,382.0,2.7,43.2,0.3259,62.5,Hazardous
0.7,-200.0,1.2,113.0,85.0,843.0,520.0,1202.0,762.0,450.0,3.3,42.3,0.3299,85.7,Hazardous
0.8,-200.0,1.4,107.0,82.0,849.0,537.0,1148.0,757.0,460.0,4.6,39.0,0.333,82.8,Hazardous
0.8,-200.0,2.0,101.0,77.0,872.0,583.0,1126.0,765.0,441.0,5.6,37.5,0.3426,77.8,Hazardous
1.0,-200.0,2.0,129.0,92.0,890.0,585.0,1097.0,776.0,454.0,7.2,34.2,0.3488,93.0,Hazardous
0.9,-200.0,1.6,126.0,95.0,874.0,552.0,1128.0,760.0,415.0,6.9,35.6,0.3561,95.9,Hazardous
0.9,-200.0,1.6,132.0,95.0,863.0,553.0,1133.0,742.0,419.0,8.2,30.1,0.3281,95.9,Hazardous
0.9,-200.0,1.8,101.0,76.0,840.0,566.0,1176.0,717.0,368.0,7.6,27.9,0.2927,76.9,Hazardous
1.0,-200.0,1.8,128.0,95.0,845.0,569.0,1151.0,709.0,397.0,7.9,25.9,0.2774,96.0,Hazardous
0.8,-200.0,1.0,68.0,61.0,806.0,495.0,1282.0,685.0,355.0,4.0,36.4,0.2982,61.8,Hazardous
0.4,-200.0,0.4,39.0,37.0,791.0,435.0,1486.0,668.0,292.0,3.7,37.7,0.3024,37.4,Very Unhealthy
0.4,-200.0,0.3,39.0,37.0,787.0,415.0,1474.0,667.0,293.0,3.4,38.9,0.3075,37.4,Very Unhealthy
0.4,-200.0,0.6,54.0,50.0,814.0,449.0,1363.0,674.0,328.0,3.7,37.5,0.3012,50.4,Hazardous
0.4,-200.0,2.2,87.0,80.0,920.0,601.0,974.0,920.0,925.0,3.9,65.5,0.5367,80.4,Hazardous
0.8,-200.0,1.8,95.0,88.0,854.0,572.0,1070.0,788.0,793.0,1.2,51.9,0.3515,88.8,Hazardous
0.7,-200.0,1.3,95.0,85.0,838.0,531.0,1146.0,774.0,753.0,1.0,52.2,0.3489,85.7,Hazardous
0.7,-200.0,1.5,100.0,88.0,831.0,543.0,1132.0,787.0,737.0,0.6,53.3,0.3467,88.7,Hazardous
0.6,-200.0,1.3,110.0,94.0,833.0,526.0,1169.0,771.0,722.0,0.8,52.8,0.3468,94.6,Hazardous
0.8,-200.0,1.9,96.0,78.0,868.0,576.0,1128.0,755.0,363.0,10.3,27.7,0.3481,78.8,Hazardous
1.0,-200.0,2.0,104.0,92.0,885.0,582.0,1072.0,760.0,517.0,4.5,38.1,0.3249,93.0,Hazardous
0.8,-200.0,1.5,86.0,78.0,863.0,545.0,1119.0,749.0,484.0,4.3,38.1,0.3207,78.8,Hazardous
0.6,-200.0,0.8,67.0,65.0,852.0,482.0,1187.0,726.0,496.0,3.8,41.0,0.3327,65.6,Hazardous
0.6,-200.0,1.0,75.0,73.0,879.0,495.0,1147.0,753.0,623.0,3.3,44.6,0.3499,73.6,Hazardous
0.6,-200.0,1.3,97.0,85.0,900.0,525.0,1090.0,780.0,696.0,3.6,44.5,0.3574,85.6,Hazardous
0.9,-200.0,2.3,117.0,98.0,923.0,602.0,1028.0,831.0,599.0,7.2,39.3,0.4004,98.9,Hazardous
0.9,-200.0,2.1,105.0,90.0,915.0,589.0,1045.0,813.0,550.0,6.9,39.6,0.3966,90.9,Hazardous
0.9,-200.0,1.4,84.0,74.0,879.0,534.0,1129.0,785.0,470.0,7.0,39.8,0.4006,74.9,Hazardous
0.5,-200.0,0.8,51.0,49.0,852.0,479.0,1275.0,761.0,375.0,7.1,40.5,0.409,49.5,Hazardous
0.5,-200.0,1.0,54.0,54.0,878.0,496.0,1182.0,782.0,451.0,6.0,42.9,0.404,54.5,Hazardous
0.6,-200.0,1.3,74.0,69.0,910.0,524.0,1102.0,802.0,600.0,6.4,42.7,0.4126,69.6,Hazardous
0.6,-200.0,1.6,114.0,92.0,918.0,551.0,1062.0,817.0,712.0,6.1,43.6,0.4129,92.6,Hazardous
0.8,-200.0,-200.0,120.0,99.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,99.8,Hazardous
0.7,-200.0,-200.0,80.0,73.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,73.7,Hazardous
0.7,-200.0,-200.0,109.0,92.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,92.7,Hazardous
1.6,-200.0,-200.0,108.0,95.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,96.6,Hazardous
1.4,-200.0,-200.0,95.0,87.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,88.4,Hazardous
1.5,-200.0,-200.0,102.0,88.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,89.5,Hazardous
1.6,-200.0,-200.0,107.0,91.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,92.6,Hazardous
1.5,-200.0,-200.0,98.0,87.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,88.5,Hazardous
1.1,-200.0,6.5,118.0,92.0,1168.0,836.0,666.0,1278.0,822.0,19.5,39.3,0.882,93.1,Hazardous
1.0,-200.0,4.4,115.0,90.0,1052.0,734.0,799.0,1109.0,588.0,19.4,32.4,0.7239,91.0,Hazardous
0.5,-200.0,1.8,66.0,62.0,923.0,567.0,994.0,1024.0,688.0,8.3,67.2,0.7382,62.5,Hazardous
0.4,-200.0,1.5,54.0,49.0,902.0,548.0,1063.0,1024.0,617.0,7.7,68.9,0.728,49.4,Hazardous
0.7,-200.0,2.9,121.0,81.0,995.0,646.0,895.0,1053.0,818.0,6.9,70.0,0.6997,81.7,Hazardous
0.8,-200.0,2.2,87.0,76.0,840.0,597.0,1081.0,766.0,432.0,8.5,30.4,0.3391,76.8,Hazardous
0.6,-200.0,1.3,59.0,56.0,814.0,526.0,1228.0,740.0,352.0,8.0,32.9,0.353,56.6,Hazardous
0.3,-200.0,0.5,28.0,28.0,805.0,437.0,1491.0,738.0,296.0,6.9,39.8,0.3966,28.3,Very Unhealthy
0.4,-200.0,1.3,64.0,56.0,850.0,529.0,1183.0,780.0,385.0,6.1,40.8,0.3868,56.4,Hazardous
0.5,-200.0,2.5,123.0,94.0,913.0,619.0,1018.0,834.0,586.0,6.0,41.5,0.3896,94.5,Hazardous
1.3,-200.0,5.0,205.0,98.0,956.0,761.0,849.0,887.0,885.0,9.1,33.0,0.3827,99.3,Hazardous
0.6,-200.0,1.7,72.0,64.0,912.0,559.0,1016.0,837.0,656.0,5.7,46.6,0.4298,64.6,Hazardous
0.5,-200.0,1.0,49.0,46.0,883.0,496.0,1140.0,804.0,478.0,6.9,45.0,0.4499,46.5,Hazardous
0.5,-200.0,1.1,59.0,51.0,893.0,507.0,1111.0,794.0,489.0,6.9,42.2,0.4224,51.5,Hazardous
1.0,-200.0,2.1,100.0,82.0,921.0,594.0,1025.0,867.0,479.0,6.3,49.6,0.4787,83.0,Hazardous
0.4,-200.0,0.8,36.0,35.0,872.0,476.0,1249.0,794.0,350.0,6.9,48.1,0.4796,35.4,Very Unhealthy
0.5,-200.0,1.3,79.0,60.0,904.0,530.0,1079.0,846.0,438.0,6.4,50.2,0.485,60.5,Hazardous
0.7,-200.0,1.8,128.0,90.0,951.0,568.0,1021.0,888.0,578.0,6.4,50.7,0.4886,90.7,Hazardous
0.9,-200.0,2.6,117.0,98.0,931.0,627.0,948.0,860.0,911.0,2.3,58.9,0.4317,98.9,Hazardous
0.8,-200.0,2.4,108.0,89.0,922.0,611.0,962.0,867.0,893.0,1.9,60.0,0.4276,89.8,Hazardous
0.8,-200.0,1.9,81.0,72.0,947.0,580.0,978.0,894.0,572.0,8.4,48.6,0.5375,72.8,Hazardous
0.5,-200.0,1.0,42.0,40.0,918.0,501.0,1148.0,881.0,420.0,8.0,54.7,0.5883,40.5,Hazardous
0.5,-200.0,1.1,61.0,56.0,920.0,506.0,1142.0,905.0,453.0,7.8,55.7,0.5914,56.5,Hazardous
0.7,-200.0,1.5,101.0,81.0,941.0,541.0,1065.0,919.0,520.0,8.0,53.8,0.5796,81.7,Hazardous
0.7,-200.0,1.6,98.0,81.0,949.0,552.0,1035.0,919.0,531.0,8.8,50.7,0.5752,81.7,Hazardous
0.9,-200.0,2.3,114.0,88.0,990.0,604.0,944.0,947.0,579.0,10.1,47.6,0.587,88.9,Hazardous
1.0,-200.0,2.5,118.0,94.0,996.0,620.0,928.0,946.0,570.0,10.6,45.8,0.5838,95.0,Hazardous
1.1,-200.0,2.5,120.0,97.0,1023.0,623.0,916.0,976.0,571.0,9.1,56.2,0.6515,98.1,Hazardous
1.1,-200.0,2.1,93.0,80.0,946.0,588.0,1005.0,948.0,480.0,6.6,61.9,0.6056,81.1,Hazardous
0.8,-200.0,1.2,66.0,59.0,910.0,518.0,1130.0,936.0,404.0,5.7,70.3,0.6498,59.8,Hazardous
0.5,-200.0,1.0,50.0,49.0,907.0,502.0,1129.0,947.0,399.0,3.9,81.5,0.6653,49.5,Hazardous
0.6,-200.0,2.1,77.0,63.0,949.0,589.0,987.0,1001.0,464.0,3.3,84.3,0.6617,63.6,Hazardous
0.8,-200.0,2.1,102.0,89.0,931.0,591.0,1015.0,1015.0,704.0,6.3,70.1,0.6733,89.8,Hazardous
0.8,-200.0,2.1,95.0,85.0,938.0,592.0,992.0,1032.0,668.0,4.4,80.5,0.6825,85.8,Hazardous
0.7,-200.0,1.1,71.0,66.0,888.0,511.0,1112.0,963.0,512.0,3.9,83.1,0.6787,66.7,Hazardous
0.4,-200.0,0.5,46.0,46.0,851.0,440.0,1349.0,918.0,377.0,3.4,85.4,0.6736,46.4,Hazardous
0.5,-200.0,1.0,62.0,60.0,905.0,503.0,1152.0,956.0,467.0,3.3,84.5,0.6608,60.5,Hazardous
0.8,-200.0,1.8,98.0,87.0,899.0,572.0,1063.0,951.0,560.0,3.9,78.7,0.643,87.8,Hazardous
0.6,-200.0,1.2,75.0,70.0,882.0,516.0,1132.0,959.0,575.0,3.2,82.8,0.6426,70.6,Hazardous
0.6,-200.0,0.7,77.0,68.0,844.0,466.0,1261.0,894.0,478.0,4.1,76.0,0.6304,68.6,Hazardous
0.6,-200.0,1.0,72.0,66.0,860.0,497.0,1251.0,912.0,442.0,4.2,75.9,0.6311,66.6,Hazardous
0.6,-200.0,1.2,87.0,81.0,883.0,518.0,1135.0,962.0,606.0,3.3,84.5,0.6612,81.6,Hazardous
1.0,-200.0,3.4,116.0,97.0,1007.0,677.0,863.0,1053.0,848.0,5.0,82.5,0.7265,98.0,Hazardous
1.0,-200.0,2.7,108.0,87.0,901.0,631.0,988.0,915.0,751.0,3.7,65.9,0.5295,88.0,Hazardous
0.9,-200.0,3.1,107.0,77.0,914.0,655.0,949.0,949.0,742.0,1.6,74.3,0.5168,77.9,Hazardous
0.9,-200.0,2.2,101.0,82.0,890.0,601.0,1053.0,803.0,391.0,8.8,40.0,0.4538,82.9,Hazardous
1.0,-200.0,1.8,111.0,94.0,865.0,566.0,1119.0,797.0,423.0,4.0,52.9,0.4338,95.0,Hazardous
0.6,-200.0,1.0,60.0,56.0,823.0,503.0,1268.0,755.0,332.0,4.0,51.0,0.42,56.6,Hazardous
0.3,-200.0,0.4,29.0,28.0,781.0,425.0,1609.0,667.0,261.0,3.8,48.0,0.3879,28.3,Very Unhealthy
0.3,-200.0,0.3,25.0,25.0,781.0,409.0,1664.0,669.0,252.0,3.6,50.3,0.4022,25.3,Very Unhealthy
0.3,-200.0,0.2,34.0,31.0,779.0,402.0,1665.0,684.0,257.0,2.8,52.6,0.3972,31.3,Very Unhealthy
0.4,-200.0,0.7,89.0,66.0,817.0,462.0,1378.0,732.0,308.0,2.5,52.7,0.3908,66.4,Hazardous
0.9,-200.0,1.9,122.0,90.0,776.0,580.0,1183.0,655.0,402.0,1.1,35.4,0.2382,90.9,Hazardous
0.7,-200.0,1.4,100.0,79.0,755.0,538.0,1285.0,621.0,343.0,1.0,34.3,0.2292,79.7,Hazardous
0.6,-200.0,1.2,86.0,69.0,766.0,515.0,1327.0,642.0,322.0,1.0,37.4,0.2487,69.6,Hazardous
0.6,-200.0,0.9,71.0,60.0,762.0,487.0,1364.0,640.0,307.0,0.7,41.2,0.2693,60.6,Hazardous
0.4,-200.0,0.6,39.0,37.0,736.0,453.0,1498.0,602.0,268.0,0.2,40.6,0.2566,37.4,Very Unhealthy
0.2,-200.0,0.2,29.0,27.0,716.0,390.0,1804.0,551.0,221.0,-0.1,37.5,0.2326,27.2,Very Unhealthy
0.2,-200.0,0.3,32.0,30.0,731.0,408.0,1727.0,561.0,225.0,-0.3,38.4,0.2347,30.2,Very Unhealthy
0.2,-200.0,0.3,37.0,33.0,735.0,407.0,1677.0,579.0,232.0,-0.6,40.1,0.2404,33.2,Very Unhealthy
0.5,-200.0,1.0,134.0,84.0,779.0,500.0,1361.0,652.0,313.0,-0.6,41.4,0.2478,84.5,Hazardous
0.7,-200.0,1.9,174.0,95.0,783.0,580.0,1181.0,647.0,378.0,3.3,29.2,0.2288,95.7,Hazardous
0.8,-200.0,2.6,157.0,94.0,807.0,623.0,1097.0,684.0,384.0,3.1,31.0,0.2386,94.8,Hazardous
0.8,-200.0,1.5,122.0,93.0,765.0,544.0,1253.0,601.0,405.0,0.0,29.7,0.1847,93.8,Hazardous
0.6,-200.0,1.3,79.0,67.0,761.0,525.0,1307.0,605.0,332.0,-0.1,31.9,0.1975,67.6,Hazardous
0.4,-200.0,0.9,77.0,73.0,804.0,489.0,1262.0,698.0,630.0,-1.3,46.3,0.2635,73.4,Hazardous
0.5,-200.0,1.4,124.0,96.0,831.0,537.0,1158.0,722.0,768.0,-1.2,47.2,0.27,96.5,Hazardous
0.6,-200.0,1.3,96.0,92.0,888.0,526.0,1134.0,912.0,744.0,4.5,65.1,0.5547,92.6,Hazardous
0.7,-200.0,1.3,60.0,57.0,859.0,527.0,1203.0,810.0,342.0,6.8,52.9,0.5245,57.7,Hazardous
0.6,-200.0,0.8,51.0,48.0,859.0,479.0,1285.0,822.0,313.0,5.8,65.0,0.6029,48.6,Hazardous
0.5,-200.0,0.6,33.0,32.0,842.0,454.0,1433.0,788.0,292.0,5.8,59.4,0.5502,32.5,Very Unhealthy
0.6,-200.0,1.1,80.0,72.0,856.0,505.0,1246.0,833.0,367.0,5.5,58.3,0.529,72.6,Hazardous
0.6,-200.0,1.0,103.0,86.0,867.0,500.0,1219.0,818.0,387.0,5.9,54.8,0.5119,86.6,Hazardous
0.7,-200.0,1.5,93.0,79.0,877.0,541.0,1148.0,829.0,399.0,7.3,48.7,0.5007,79.7,Hazardous
0.7,-200.0,1.4,108.0,87.0,869.0,535.0,1162.0,783.0,376.0,9.4,39.9,0.4707,87.7,Hazardous
0.9,-200.0,2.0,107.0,85.0,900.0,582.0,1081.0,792.0,377.0,11.2,33.8,0.449,85.9,Hazardous
1.0,-200.0,2.3,122.0,97.0,899.0,603.0,1055.0,782.0,379.0,12.3,29.9,0.4255,98.0,Hazardous
1.0,-200.0,2.6,122.0,96.0,895.0,624.0,1002.0,787.0,387.0,14.8,23.7,0.3945,97.0,Hazardous
0.9,-200.0,1.7,93.0,84.0,883.0,561.0,1080.0,785.0,412.0,5.1,51.2,0.4534,84.9,Hazardous
0.4,-200.0,0.5,35.0,34.0,843.0,443.0,1490.0,730.0,262.0,5.2,57.2,0.5094,34.4,Very Unhealthy
0.4,-200.0,0.6,47.0,45.0,872.0,460.0,1359.0,755.0,288.0,4.5,63.1,0.5381,45.4,Hazardous
0.5,-200.0,0.8,68.0,59.0,862.0,474.0,1312.0,753.0,310.0,5.2,54.5,0.486,59.5,Hazardous
0.7,-200.0,1.7,131.0,99.0,917.0,562.0,1099.0,827.0,418.0,5.6,51.3,0.4712,99.7,Hazardous
0.8,-200.0,2.5,113.0,90.0,930.0,616.0,969.0,893.0,875.0,3.8,56.8,0.4614,90.8,Hazardous
1.1,-200.0,4.1,131.0,98.0,1034.0,715.0,801.0,1067.0,1051.0,6.1,72.1,0.6847,99.1,Hazardous
1.0,-200.0,3.3,165.0,94.0,988.0,673.0,838.0,1034.0,969.0,4.0,80.9,0.667,95.0,Hazardous
0.8,-200.0,3.3,169.0,95.0,975.0,668.0,874.0,1020.0,951.0,4.2,79.1,0.6611,95.8,Hazardous
0.8,-200.0,2.4,120.0,90.0,930.0,609.0,968.0,864.0,928.0,5.7,50.1,0.4629,90.8,Hazardous
0.7,-200.0,2.1,128.0,89.0,897.0,594.0,999.0,870.0,871.0,4.9,55.2,0.4807,89.7,Hazardous
0.6,-200.0,2.7,148.0,89.0,928.0,631.0,985.0,908.0,884.0,4.5,56.3,0.48,89.6,Hazardous
0.1,-200.0,3.3,132.0,88.0,1053.0,671.0,807.0,1137.0,570.0,10.6,66.1,0.8444,88.1,Hazardous
0.1,-200.0,3.3,130.0,82.0,1078.0,668.0,855.0,1109.0,509.0,19.9,36.6,0.8406,82.1,Hazardous
0.8,-200.0,2.9,117.0,85.0,1016.0,647.0,824.0,1090.0,937.0,8.4,74.5,0.8241,85.8,Hazardous
0.7,-200.0,2.2,96.0,79.0,958.0,601.0,947.0,1054.0,659.0,13.0,61.2,0.9105,79.7,Hazardous
0.7,-200.0,2.0,90.0,69.0,960.0,582.0,933.0,1062.0,657.0,11.1,66.1,0.8738,69.7,Hazardous
0.6,-200.0,1.8,95.0,72.0,972.0,571.0,931.0,1063.0,764.0,10.1,69.8,0.8619,72.6,Hazardous
0.5,-200.0,1.1,68.0,58.0,911.0,508.0,1048.0,1005.0,667.0,11.6,61.0,0.8299,58.5,Hazardous
0.4,-200.0,1.2,75.0,59.0,923.0,516.0,1049.0,1002.0,667.0,10.1,64.5,0.7968,59.4,Hazardous
0.6,-200.0,2.4,145.0,88.0,981.0,610.0,867.0,1068.0,856.0,9.3,67.9,0.7969,88.6,Hazardous
0.7,-200.0,2.0,133.0,93.0,969.0,584.0,904.0,1021.0,899.0,10.7,59.6,0.7673,93.7,Hazardous
0.6,-200.0,1.7,147.0,97.0,938.0,559.0,942.0,1026.0,850.0,9.0,65.4,0.7532,97.6,Hazardous
0.6,-200.0,1.6,119.0,86.0,927.0,549.0,967.0,1008.0,828.0,8.0,68.9,0.7402,86.6,Hazardous
0.8,-200.0,3.3,179.0,99.0,977.0,673.0,830.0,1060.0,902.0,7.5,70.9,0.7358,99.8,Hazardous
1.0,-200.0,3.6,178.0,99.0,1011.0,685.0,823.0,1054.0,902.0,7.6,69.2,0.7238,100.0,Hazardous
